"TeamID","TeamCode","TeamName","LongName","DivID","TeamStatus","TeamDesc","StatWins","StatLosses","StatTies","StatWinsPerc","StatPlayed","StatGamesBack","StatPtsScored","StatPtsAllowed","StatPtsJoint","StatPtsPerc","StatDivWins","StatDivLosses","StatDivTies","StatDivWinsPerc","StatDivPlayed","StatDivGamesBack","StatDivPtsScored","StatDivPtsAllowed","StatDivPtsJoint","StatDivPtsPerc","DateCreated","DateApproved","DateUpdated","ByCreated","ByUpdated","ByApproved","IsDescActive","IsApproved","IsPublic","IsActive","TeamContact","TeamEmail"
55,"ABAA3F82-D3FD-40CA-9F52-868C62644279","Cyclones","Cyclones",12,"C",,4,18,0,0.182,22,15,163,258,421,0.387,4,18,0,0.182,22,15,163,258,421,0.387,,,,,,,"1","1","1","1",,
56,"5DE990A6-4166-4BEB-9C8F-810CB26E919F","Crusaders","Crusaders",12,"C",,6,18,0,0.25,24,14,180,249,429,0.42,6,18,0,0.25,24,14,180,249,429,0.42,,,,,,,"1","1","1","1",,
57,"9957908B-D2DE-4759-9964-5C84D052E646","Eagle","Eagle",12,"C",,19,3,0,0.864,22,0,202,110,312,0.647,19,3,0,0.864,22,0,202,110,312,0.647,,,,,,,"1","1","1","1",,
58,"A2E2A5F0-4A6F-4F69-9476-6256F56D9045","Mavericks","Mavericks",12,"C","<p>The Mavericks come into their sixth season looking to defend their first-place finishes in the past two years' Playoffs in the Dima Division.&nbsp; One of the teams' goals remains to represent the BASL every year at the NAGAAA World Series, this year in Columbus, Ohio, August 15-21.</p>",10,14,0,0.417,24,10,128,165,293,0.437,10,14,0,0.417,24,10,128,165,293,0.437,,,,,,,"1","1","1","1",,
59,"7AFB6623-7E54-405F-9B0F-66B465369A75","Mayhem","Mayhem",12,"C",,3,19,0,0.136,22,16,104,263,367,0.283,3,19,0,0.136,22,16,104,263,367,0.283,,,,,,,"1","1","1","1",,
60,"04C384B5-0886-4226-955C-9DD77396EB14","Greco Romans","Greco Romans",12,"C",,15,8,0,0.652,23,4.5,268,191,459,0.584,15,8,0,0.652,23,4.5,268,191,459,0.584,,,,,,,"1","1","1","1",,
61,"D63E054D-28EF-41FD-8DAC-E4F5E9959752","Titans","Titans",12,"C","<p>Sponsored by <b>GYM Sports Bar, NOLA Physical Therapy and Boy Butter. Support given by Out And Active and Power Balance.</b> The Titans have played together for 7 years and are a friendly, encouraging, relaxed group of people looking to have fun on the weekends and playing good competitive softball. You can find Titans hanging out at GYM Bar after the games.</p>",16,8,0,0.667,24,4,227,196,423,0.537,16,8,0,0.667,24,4,227,196,423,0.537,,,"2011-05-06 01:15:00",,1,,"1","1","1","1",,
62,"EFDF7BD2-22C7-4FCF-A8C2-28C2D6173552","Wings","Wings",12,"C","<p>After winning the Fitzpatrick division during the regular season in 2008 The Wings graduated to the Stonewall division in 2009. Having battled through our rookie season we finally have our cleats firmly dug into the field. Whether it be during the regular season or travelling to tournaments in other cities The Wings love a good challege and love to compete. Stay up to date on our website: <a href=""http://www.wix.com/WingsNY/The-Wings"">www.wix.com/WingsNY/The-Wings</a>. Fly High Wings!!!</p>",15,9,0,0.625,24,5,244,172,416,0.587,15,9,0,0.625,24,5,244,172,416,0.587,,,,,,,"1","1","1","1",,
63,"EEA5DD11-85EC-4DB1-BC12-FE1CDC9112A2","Warriors","Warriors",12,"C","<p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p><p>The team formerly known as the Stallions and Bullets returns for another season as one of the original Dima Division stalwarts.&nbsp; Originally sponsored by the Fuddruckers restaurant in the Village-now Sushi Samba-the Warriors are the returning 3-time division champions.&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",16,7,0,0.696,23,3.5,235,147,382,0.615,16,7,0,0.696,23,3.5,235,147,382,0.615,,,"2011-07-28 19:49:00",,994,,"1","1","1","1",,
64,"DA7A5594-1917-4EA5-8E07-8459ECBB2DE9","Demons","Demons",13,"C","<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p><p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size:11pt"">The Demons are backkkk! &nbsp;With most of the original faces, (and some new ones) the Demons return for their fourth season in the BASL Fitzpatrick Division. &nbsp;Two time Regular Season Champions, and two time Playoff Champions, the Demons have been fortunate to realize success quickly. &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The secret? &nbsp;There is none.</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">The Demons, are laid-back, easy going, fun, and a tight-knit group of people, but know when to turn up the <font color=""#FF0000""><b>HEAT</b></font>. &nbsp;Continued to be backed by sponsors Posh, Philip Marie, and The Law Offices Mark E. Seitelman, the Demons hope for another successful season and look forward to playing the returning and new teams in the division! &nbsp;The Demons wish all the teams good luck in 2011 and may the best team win! &nbsp;</span></font></p>
<p><font face=""Calibri, Verdana, Helvetica, Arial""><span style=""font-size: 11pt;"">Oh, and they hope to see you at Posh (405 West 51st Street) after the games.</span></font></p>",10,7,0,0.588,17,4.5,212,153,365,0.581,10,7,0,0.588,17,4.5,212,153,365,0.581,,,"2011-05-04 15:59:00",,50,,"1","1","1","1",,
65,"DDA6E188-E0FE-4E85-AEED-3CD7C6167629","Diablitos","Diablitos",13,"C","<p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>",14,2,0,0.875,16,0,288,97,385,0.748,14,2,0,0.875,16,0,288,97,385,0.748,,,,,,,"1","1","1","1",,
66,"8D79A6F5-42DF-4E6F-B907-3380D34B91C3","Fusion","Fusion",13,"C","“The merging of elements into a union....” Fusion Version 4.0 is here! The competitive spirit returns as the team embraces 2009 with a whole new strategy, some familiar faces, awesome new recruits and a dire thirst for, well, victory and beer! They came together out of friendship, they play together out of love!",12,9,0,0.571,21,4.5,229,188,417,0.549,12,9,0,0.571,21,4.5,229,188,417,0.549,,,,,,,"1","1","1","1",,
67,"7C46F0B6-C92C-496F-BF0B-D0E21D639032","Icons","Icons",13,"C",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","0",,
68,"F8469AE9-C29B-49AC-8E82-465896FA2595","Rams","Rams",13,"C",,3,19,0,0.136,22,14,188,408,596,0.315,3,19,0,0.136,22,14,188,408,596,0.315,,,,,,,"1","1","1","1",,
69,"FF3301D3-C33F-415E-B01D-1E70287BBFB2","Renegades","Renegades",13,"C","<p>Sponsor: NoWhere Bar, 322 E. 14 St. (east of Second Ave.), Manhattan Fun East Village bar that is friendly and comfortable for everyone. Pool table, great jukebox. Happy hour 2-for-1 domestics and wells 3-9 p.m. daily, plus drink specials 10 p.m.-4 a.m. A great lineup of DJs all week long. Macho Mondays: &ldquo;Magic Touch&rdquo; hot Hispanic jockstrap boyz; Tuesday night &ldquo;My Buddy&rdquo;; Wed: &ldquo;Lush&rdquo;; Thursday: &ldquo;Sound Bites&rdquo;; Saturday: &ldquo;Numbers&rdquo;; check for other theme night and events; and Sunday: Free Pool and Pizza while drinking, 3 p.m-3 a.m.</p>",16,4,0,0.8,20,0,264,168,432,0.611,16,4,0,0.8,20,0,264,168,432,0.611,,,,,,,"1","1","1","1",,
70,"8CF2DFF4-4730-4C5E-A84B-C30452C8E043","Rookies","Rookies",13,"C","Formed in 1997 from a group of new recruits, the tight-knit Rookies team has kept its name and its high spirits through its many years in the league. Year-round happy hours have become a team staple.",4,12,0,0.25,16,10,150,253,403,0.372,4,12,0,0.25,16,10,150,253,403,0.372,,,,,,,"1","1","1","1",,
71,"8D5A8682-8382-467D-AC16-9047811036B0","Wildcats","Wildcats",13,"C",,6,12,0,0.333,18,9,120,184,304,0.395,6,12,0,0.333,18,9,120,184,304,0.395,,,"2011-06-05 06:23:00",,236,,"1","1","1","1",,
72,"C57CA6A6-4088-4203-A137-9FD335599103","Ballbreakers","Ballbreakers",14,"C","This season, the Barbarians—now in the Fitzpatrick Division—are jointly sponsored by Julius’ Bar and Julius’ Lamppost Giving Program, an outreach group supporting neighborhood causes.",11,7,2,0.6,20,1.5,220,177,397,0.554,11,7,2,0.6,20,1.5,220,177,397,0.554,,,,,,,"1","1","1","1",,
